['1', 'CL(68:2)+H', 'CL(68:2)+H', 'CL', '(68:2)', '(68:2)', '', '', '1406.0108074699997', 'C77 H147 O17 P2', '1.1065282178450622', '1.0014867590746392', '414297.66346680885', '3152.741111110896', '3889088.4673333787', '4303386.130800188', '2120546.068888889', '2123698.81', '23.289', '23.289', '48.296396214232416', '62.33880936248115', '45.74029951962846', '46.93900838621122', '0.0', '0.0', '0.0', '0.0', '3798087.5624999986', '4473410.992500221', '6499558.245000233', '4255864.469999887', '5736170.460000088', '2938760.6775000165', '4968799.746000062', '613626.4199999592', '1717517.632499946', '6200327.121600306', '2406445.1400000704', '2370596.75', '1954819.75', '3969281.75', '2128084.0', '2461830.0', '1766047.0', '2778572.62', '803886.0', '851796.75', '2828573.37', '1418824.25', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '23.246', '23.268', '23.237', '23.247', '23.27', '23.291', '23.256', '23.254', '23.262', '23.237', '23.295', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '-64', '-63', '-62', '-61', '-60', '12283', '-59', '-58', '-57', '-65', '-66', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', '1406.01081', '1406.01081', '1406.01081', '1406.01081', '1406.01081', '1406.011411', '1406.01081', '1406.01081', '1406.01081', '1406.01081', '1406.01081', '23.246', '23.268', '23.237', '23.247', '23.27', '23.291', '23.256', '23.254', '23.262', '23.237', '23.295', '', '', '', '', '', '3131795.5', '', '', '', '', '', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '2.5300003017036943E-6', '2.5300003017036943E-6', '2.5300003017036943E-6', '2.5300003017036943E-6', '2.5300003017036943E-6', '6.035300002622535E-4', '2.5300003017036943E-6', '2.5300003017036943E-6', '2.5300003017036943E-6', '2.5300003017036943E-6', '2.5300003017036943E-6', '0.001799417392997299', '0.001799417392997299', '0.001799417392997299', '0.001799417392997299', '0.001799417392997299', '0.42924990124951873', '0.001799417392997299', '0.001799417392997299', '0.001799417392997299', '0.001799417392997299', '0.001799417392997299', '0.0', '0.0', '0.0', '0.0', '0.0', '16.411197306742594', '0.0', '0.0', '0.0', '0.0', '0.0', '', '', '', '', '', 'D', '', '', '', '', '', '0.0', '0.0', '0.0', '0.0', '0.0', '54.70399102247531', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '4.3146', '3.987', '4.0433', '4.0148', '5.6293', '3.4606', '5.2219', '3.8087', '3.8661', '5.3479', '3.6835', '4', '4', '4', '4', '4', '3', '4', '3', '3', '5', '3']
['1', 'Cer(d20:2_18:0+O)+NH4', 'Cer(d38:2+O)+NH4', 'Cer', '(d20:2_18:0+O)', '(d20:2)', '(18:0+O)', '', '625.58778447', 'C38 H77 O4 N2', '0.786096052909764', '0.45328854373509037', '-599473.4014222082', '-490171.53133333346', '2802535.481822216', '2203062.080400008', '896581.7813333333', '406410.2499999999', '24.92477813403258', '24.92477813403258', '61.40626603734559', '21.822847267170687', '57.345670772128685', '8.347790503450483', '0.646321028856559', '0.31634224752196294', '0.0019383530901233093', '0.0', '1074143.8583999395', '5516321.617', '1268644.0791000053', '1186907.7146999852', '5564324.849', '2909910.930300045', '1985485.350900033', '2678313.26', '3038767.676999935', '1863105.7359000314', '2543018.424899984', '561823.75', '1554139.472', '337053.4999999999', '348646.93999999994', '1518191.482', '593255.6299999999', '727837.87', '1566626.388', '861660.9999999999', '430399.7499999999', '382420.7499999999', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '24.973', '24.94', '24.929', '24.876', '24.913', '24.879', '24.9', '24.986', '24.909', '24.967', '24.96', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '-194', '13047', '-193', '-192', '13129', '-191', '-190', '-189', '-188', '-195', '-196', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', '625.58778', '625.588564', '625.58778', '625.58778', '625.588597', '625.58778', '625.58778', '625.58778', '625.58778', '625.58778', '625.58778', '24.973', '24.94', '24.929', '24.876', '24.913', '24.879', '24.9', '24.986', '24.909', '24.967', '24.96', '', '1159035.875', '', '', '903742.4375', '', '', '', '', '', '', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '4.470000021683518E-6', '7.795300000452698E-4', '4.470000021683518E-6', '4.470000021683518E-6', '8.125300000756397E-4', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '0.007145280219099093', '1.2460761213643106', '0.007145280219099093', '0.007145280219099093', '1.2988265120362248', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.0', '6.448230310599723', '0.0', '0.0', '5.354398112012266', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '', 'B', '', '', 'B', '', '', '', '', '', '', '0.0', '21.49410103533241', '0.0', '0.0', '26.771990560061326', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.83', '0.843900934833496', '0.8627464766594203', '0.94', '0.6906412805261298', '0.0', '0.95', '0.6996005676899855', '0.0', '0.6326844950439259', '0.0', '0.011045878608202652', '0.0', '0.0', '0.0913745213967024', '0.0', '0.0', '-0.08497522219379526', '0.0', '0.0', '0.0', '1.2375', '1.2996', '1.31', '1.3207', '1.4725', '1.4013', '1.2831', '1.3161', '1.3088', '1.2698', '1.2738', '7', '12', '6', '6', '14', '9', '4', '8', '8', '6', '9']
['1', 'Cer(d20:2_18:0+O)+NH4', 'Cer(d38:2+O)+NH4', 'Cer', '(d20:2_18:0+O)', '(d20:2)', '(18:0+O)', '', '625.58778447', 'C38 H77 O4 N2', '0.44777487358370205', '0.6336080487097024', '-739434.0451166518', '-156814.6738888889', '1339008.3314666587', '599574.2863500069', '427997.0488888889', '271182.375', '25.78', '25.78', '67.8300130670597', '66.72383129885827', '56.03544076556655', '31.997944346494673', '0.2612574393347247', '0.0', '0.05063955658820281', '0.0', '2928902.9744999744', '1736909.6381999378', '371287.93800001644', '1930759.2017999906', '1702129.085399987', '35348.98379999853', '712874.6570999996', '1764844.082400034', '868018.4219999897', '316689.9002999958', '882458.672400018', '520226.93999999994', '857066.6299999999', '239051.3799999999', '611029.5', '408159.1200000001', '21030.37999999989', '270968.8700000001', '513812.1200000001', '410628.5', '209824.75', '332540.0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '25.795', '25.753', '25.78', '25.747', '25.78', '25.775', '25.813', '25.799', '25.758', '25.771', '25.804', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '-204', '-203', '-202', '-201', '13707', '-200', '-199', '-198', '-197', '-205', '-206', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', '625.58778', '625.58778', '625.58778', '625.58778', '625.588585', '625.58778', '625.58778', '625.58778', '625.58778', '625.58778', '625.58778', '25.795', '25.753', '25.78', '25.747', '25.78', '25.775', '25.813', '25.799', '25.758', '25.771', '25.804', '', '', '', '', '1356448.125', '', '', '', '', '', '', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '8.005299999922499E-4', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '1.2796445516762474', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.0', '0.0', '0.0', '0.0', '5.126501161418865', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '', '', '', '', 'B', '', '', '', '', '', '', '0.0', '0.0', '0.0', '0.0', '25.63250580709433', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.33673981539362563', '0.9364407113372052', '0.0', '0.6215242791800035', '0.45661214810168776', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.499999449091893', '0.0', '0.0', '0.0', '0.0', '-0.04424343979806773', '0.0', '0.0', '0.0', '0.0', '1.3344', '1.2784', '1.3073', '1.307', '1.2493', '1.2851', '1.1403', '1.2997', '1.32', '1.2795', '1.2217', '7', '5', '3', '6', '6', '3', '4', '5', '4', '3', '4']
['1', 'Cer(d20:2_18:0+O)+NH4', 'Cer(d38:2+O)+NH4', 'Cer', '(d20:2_18:0+O)', '(d20:2)', '(18:0+O)', '', '625.58778447', 'C38 H77 O4 N2', '0.8894826041260007', '0.8081326020538515', '-289451.9035444483', '-161442.9287777777', '2619061.9246444413', '2329610.021099993', '841429.7087777777', '679986.78', '26.977', '26.977', '69.87437347570797', '25.425251972812113', '73.72616123549304', '23.621223988016045', '0.42644140411105974', '0.0', '0.17515220382306546', '0.21201673192069376', '2019445.9023000137', '404570.9568000102', '2819726.233', '945275.4449999722', '5385828.222', '5298436.335', '1974186.181500022', '3647616.6656999686', '1076471.3804999853', '2748435.885600006', '1910784.1565999803', '361739.3799999999', '137641.5', '1587977.028', '358058.25', '1716172.184', '1588365.347', '569945.75', '817684.4999999999', '435283.43999999994', '566410.44', '793563.12', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '26.928', '26.969', '26.983', '26.945', '26.959', '26.981', '26.949', '27.006', '26.976', '27.04', '26.935', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '-214', '-213', '14289', '-212', '-211', '-210', '-209', '-208', '-207', '-215', '-216', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', '625.58778', '625.58778', '625.590116', '625.58778', '625.58778', '625.58778', '625.58778', '625.58778', '625.58778', '625.58778', '625.58778', '26.928', '26.969', '26.983', '26.945', '26.959', '26.981', '26.949', '27.006', '26.976', '27.04', '26.935', '', '', '1252958.0', '', '', '', '', '', '', '', '', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '4.470000021683518E-6', '4.470000021683518E-6', '0.002331529999992199', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '0.007145280219099093', '0.007145280219099093', '3.726942977263341', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.0', '0.0', '5.007210019138253', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '', '', 'B', '', '', '', '', '', '', '', '', '0.0', '0.0', '25.03605009569127', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.96', '0.0', '0.75', '0.82', '0.8581846134996557', '0.44978802349988245', '0.0', '0.0', '0.0', '0.0', '0.0', '0.4107628400198155', '0.0', '0.43587088783814876', '0.1975664470926806', '0.14042498027758119', '0.3917446791793632', '0.0', '0.0', '0.4240334638413875', '1.2167', '1.2003', '1.2319', '1.1985', '1.2517', '1.2217', '1.3786', '1.3321', '1.3241', '1.3568', '1.4217', '10', '5', '7', '4', '32', '13', '6', '7', '4', '7', '5']
['1', 'Cer(d20:2_18:0+O)+NH4', 'Cer(d38:2+O)+NH4', 'Cer', '(d20:2_18:0+O)', '(d20:2)', '(18:0+O)', '', '625.58778447', 'C38 H77 O4 N2', '0.5111537029390005', '0.7596890554246825', '-1041985.4207500098', '-151170.84511111118', '2131519.5124000055', '1089534.0916499957', '629063.5051111111', '477892.6599999999', '27.263', '27.263', '129.99300059241722', '74.54993677393593', '89.31540736608694', '29.57332880471129', '0.244157619713055', '0.0', '0.021046908090897407', '0.0', '956329.5873000412', '1216064.0645999995', '8876909.696', '1495241.8613999966', '736845.9846000212', '585599.9571000069', '4106787.886', '158827.60499999276', '1051068.9695999888', '515188.746600007', '1663879.4366999841', '477121.2499999999', '525364.81', '1628855.864', '301108.06999999983', '434878.31000000006', '320945.6299999999', '1557406.112', '75120.99999999988', '340770.5', '377958.1299999999', '577827.19', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '27.263', '27.257', '27.205', '27.303', '27.271', '27.272', '27.266', '27.276', '27.221', '27.264', '27.292', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '14256', '-224', '-223', '-222', '-221', '-220', '-219', '-218', '-217', '-225', '-226', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', '625.58905', '625.58778', '625.58778', '625.58778', '625.58778', '625.58778', '625.58778', '625.58778', '625.58778', '625.58778', '625.58778', '27.263', '27.257', '27.205', '27.303', '27.271', '27.272', '27.266', '27.276', '27.221', '27.264', '27.292', '1137412.5', '', '', '', '', '', '', '', '', '', '', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '0.001265530000068793', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '2.0229455105824266', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '5.208213889183286', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', 'B', '', '', '', '', '', '', '', '', '', '', '26.04106944591643', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.81', '0.6474185774174951', '0.0', '0.0', '0.74', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.07577185123748947', '0.0', '0.0', '0.0', '0.11365032158058717', '0.0', '0.0', '0.0', '0.0', '1.2258', '1.288', '1.314', '1.2396', '1.2836', '1.2778', '1.253', '1.2826', '1.2692', '1.2837', '1.2788', '4', '4', '19', '7', '3', '4', '10', '4', '6', '3', '5']
['1', 'Cer(d20:2_18:0+O)+NH4', 'Cer(d38:2+O)+NH4', 'Cer', '(d20:2_18:0+O)', '(d20:2)', '(18:0+O)', '', '625.58778447', 'C38 H77 O4 N2', '1.0148155759581032', '0.7000922672296073', '18303.462799992412', '-165975.27266666677', '1235420.2665999965', '1253723.729399989', '553421.1176666667', '387445.845', '28.002', '28.002', '95.11201583249279', '23.877021733053706', '98.1924078709978', '3.9020284338536175', '0.19111111111111112', '0.37919872648584996', '0.07420982455284071', '0.0', '259235.7438000018', '735928.274999974', '1811737.6028999898', '4112442.158', '1216012.495799994', '325798.3476000129', '791908.354', '1047359.1773999878', '818360.2449000089', '1465397.4789000042', '1042049.9798999736', '117597.25', '325790.0', '522427.87', '1584272.895', '276209.7499999999', '165120.6200000001', '1390294.054', '290755.37', '308322.25', '376755.6299999999', '398136.06000000006', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '27.997', '28.012', '28.033', '28.003', '27.962', '28.007', '28.019', '27.992', '27.979', '27.975', '28.026', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '-234', '-233', '-232', '14728', '-231', '-230', '-229', '-228', '-227', '-235', '-236', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', '625.58778', '625.58778', '625.58778', '625.588503', '625.58778', '625.58778', '625.58778', '625.58778', '625.58778', '625.58778', '625.58778', '27.997', '28.012', '28.033', '28.003', '27.962', '28.007', '28.019', '27.992', '27.979', '27.975', '28.026', '', '', '', '1213432.125', '', '', '', '', '', '', '', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '7.185299999719064E-4', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '1.148567823428086', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.0', '0.0', '0.0', '7.066735076358939', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '', '', '', 'B', '', '', '', '', '', '', '', '0.0', '0.0', '0.0', '23.55578358786313', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.8', '0.0', '0.0', '0.92', '0.0', '0.0', '0.7583974529716999', '0.0', '0.0', '0.0', '0.23312656027639392', '0.4611628630719593', '0.0', '0.0', '-0.026401002372786815', '0.0', '0.0', '0.0', '0.0', '1.2037', '1.2208', '1.3064', '1.2766', '1.2336', '1.333', '1.2636', '1.2719', '1.1637', '1.2886', '1.3413', '4', '4', '5', '12', '7', '3', '6', '5', '4', '9', '5']
['1', 'Cer(d20:2_18:0+O)+NH4', 'Cer(d38:2+O)+NH4', 'Cer', '(d20:2_18:0+O)', '(d20:2)', '(18:0+O)', '', '625.58778447', 'C38 H77 O4 N2', '1.4940745754147955', '1.9706243023196317', '985334.5892000049', '721859.2437777777', '1994303.3667999953', '2979637.9560000002', '743706.1302222222', '1465565.3739999998', '28.733', '28.733', '95.725070003376', '35.99919173567021', '81.54170514396166', '1.293685701354919', '0.3011111111111111', '0.8049999999999999', '0.12423771706551329', '0.11561711909745373', '1790947.6769999857', '489177.64500001434', '1697900.025', '887276.7309000182', '3953824.01', '6276598.972', '770378.6418000076', '893911.5515999761', '1188715.047899956', '3738112.92', '2221162.992', '448847.6299999999', '286183.0', '1532612.201', '302313.5', '1525242.996', '1575642.845', '210126.25', '325137.25', '487249.4999999999', '1478971.984', '1452158.764', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '28.711', '28.743', '28.744', '28.725', '28.73', '28.705', '28.69', '28.709', '28.713', '28.677', '28.692', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '-244', '-243', '-242', '-241', '15203', '-240', '-239', '-238', '-237', '-245', '-246', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', '625.58778', '625.58778', '625.58778', '625.58778', '625.587866', '625.58778', '625.58778', '625.58778', '625.58778', '625.58778', '625.58778', '28.711', '28.743', '28.744', '28.725', '28.73', '28.705', '28.69', '28.709', '28.713', '28.677', '28.692', '', '', '', '', '1510188.375', '', '', '', '', '', '', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '8.152999998856103E-5', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.13032543475514552', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.0', '0.0', '0.0', '0.0', '5.086564466490613', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '', '', '', '', 'B', '', '', '', '', '', '', '0.0', '0.0', '0.0', '0.0', '25.432822332453064', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.86', '0.0', '0.94', '0.91', '0.0', '0.0', '0.0', '0.76', '0.85', '0.0', '0.0', '0.23256319861832875', '0.0', '0.3638360092824131', '0.5217402456888778', '0.0', '0.0', '0.0', '0.14715197155396373', '0.08408226664094372', '1.3233', '1.2945', '1.2509', '1.2073', '1.2366', '1.2413', '1.278', '1.204', '1.3164', '1.2908', '1.2896', '7', '3', '5', '4', '11', '12', '5', '4', '5', '7', '6']
['1', 'Cer(d20:2_18:0+O)+NH4', 'Cer(d38:2+O)+NH4', 'Cer', '(d20:2_18:0+O)', '(d20:2)', '(18:0+O)', '', '625.58778447', 'C38 H77 O4 N2', '1.0015926954403236', '1.5895738859775863', '2559.3330277791247', '395815.6367777777', '1606919.2910222122', '1609478.6240499914', '671358.8342222222', '1067174.471', '29.39', '29.39', '58.814067851072224', '85.17458288355985', '73.80736697229776', '95.34173993601513', '0.2838589294402132', '0.32', '0.06516288372421754', '0.4409232508865361', '1128361.8278999906', '3500432.301', '739076.6714999703', '768820.7921999986', '2116341.887', '1093560.1973999995', '2598889.891499938', '1509062.978400005', '1007727.0723000081', '640129.4810999825', '2578827.767', '403199.75', '1422442.408', '414657.6200000001', '315206.81999999983', '1601143.28', '428624.6299999999', '701675.44', '516571.18999999994', '238708.37', '347719.68999999994', '1786629.252', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '29.399', '29.389', '29.418', '29.394', '29.388', '29.396', '29.338', '29.337', '29.489', '29.357', '29.409', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '-254', '15496', '-253', '-252', '-251', '-250', '-249', '-248', '-247', '-255', '-256', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', 'MS2', '625.58778', '625.590147', '625.58778', '625.58778', '625.58778', '625.58778', '625.58778', '625.58778', '625.58778', '625.58778', '625.58778', '29.399', '29.389', '29.418', '29.394', '29.388', '29.396', '29.338', '29.337', '29.489', '29.357', '29.409', '', '1314713.125', '', '', '', '', '', '', '', '', '', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '4.470000021683518E-6', '0.0023625300000276184', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '4.470000021683518E-6', '0.007145280219099093', '3.776496374572214', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.007145280219099093', '0.0', '6.285266016606727', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '', 'B', '', '', '', '', '', '', '', '', '', '0.0', '20.95088672202242', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.77', '0.0', '0.8547303649619187', '0.93', '0.0', '0.0', '0.0', '0.0', '0.0', '0.64', '0.0', '0.21964404220075145', '0.0', '0.0', '0.3668219113172064', '0.0', '0.0', '0.0', '0.0', '0.0', '0.8818465017730722', '1.284', '1.2805', '1.3363', '1.2785', '1.2369', '1.2595', '1.2471', '1.2204', '1.2505', '1.2436', '1.4166', '5', '8', '4', '5', '6', '4', '6', '7', '9', '4', '5']
