#[s2-1]:LP1709-192-1ul-4-POS--05%-1.raw
#[s2-2]:LP1709-192-1ul-4-POS--05%-2.raw
#[s2-3]:LP1709-192-1ul-4-POS--05%-3.raw
#[s1-1]:LP1709-192-1ul-4-POS--CK1.raw
#[s1-2]:LP1709-192-1ul-4-POS--CK2.raw
#[s1-3]:LP1709-192-1ul-4-POS--CK3.raw
#[c-1]:QC1-1ul-4-POS--CK2.raw
#[c-2]:QC2-1ul-4-POS--CK2.raw
#normalize base:
#control group:c
#toprank filter:true
#mScoreThreshold:5.0
#cScoreThreshold:2.0

LipidIon	Class	FattyAcid	FA1	FA2	FA3	CalcMz	IonFormula	ARatio[s1/c]	ARatio[s2/c]	HRatio[s1/c]	HRatio[s2/c]	ADiff[s1/c]	ADiff[s2/c]	HDiff[s1/c]	HDiff[s2/c]	GroupArea[c]	GroupArea[s1]	GroupArea[s2]	GroupHeight[c]	GroupHeight[s1]	GroupHeight[s2]	GroupTopPos[c]	GroupTopPos[s1]	GroupTopPos[s2]	Area[s2-1]	Area[s2-2]	Area[s2-3]	Area[s1-1]	Area[s1-2]	Area[s1-3]	Area[c-1]	Area[c-2]	Height[s2-1]	Height[s2-2]	Height[s2-3]	Height[s1-1]	Height[s1-2]	Height[s1-3]	Height[c-1]	Height[c-2]	NormArea[s2-1]	NormArea[s2-2]	NormArea[s2-3]	NormArea[s1-1]	NormArea[s1-2]	NormArea[s1-3]	NormArea[c-1]	NormArea[c-2]	NormHeight[s2-1]	NormHeight[s2-2]	NormHeight[s2-3]	NormHeight[s1-1]	NormHeight[s1-2]	NormHeight[s1-3]	NormHeight[c-1]	NormHeight[c-2]	TopPos[s2-1]	TopPos[s2-2]	TopPos[s2-3]	TopPos[s1-1]	TopPos[s1-2]	TopPos[s1-3]	TopPos[c-1]	TopPos[c-2]	Hwhm(L)[s2-1]	Hwhm(L)[s2-2]	Hwhm(L)[s2-3]	Hwhm(L)[s1-1]	Hwhm(L)[s1-2]	Hwhm(L)[s1-3]	Hwhm(L)[c-1]	Hwhm(L)[c-2]	Hwhm(R)[s2-1]	Hwhm(R)[s2-2]	Hwhm(R)[s2-3]	Hwhm(R)[s1-1]	Hwhm(R)[s1-2]	Hwhm(R)[s1-3]	Hwhm(R)[c-1]	Hwhm(R)[c-2]	AreaScore[s2-1]	AreaScore[s2-2]	AreaScore[s2-3]	AreaScore[s1-1]	AreaScore[s1-2]	AreaScore[s1-3]	AreaScore[c-1]	AreaScore[c-2]	DataId[s2-1]	DataId[s2-2]	DataId[s2-3]	DataId[s1-1]	DataId[s1-2]	DataId[s1-3]	DataId[c-1]	DataId[c-2]	Scan[s2-1]	Scan[s2-2]	Scan[s2-3]	Scan[s1-1]	Scan[s1-2]	Scan[s1-3]	Scan[c-1]	Scan[c-2]	ObsMz[s2-1]	ObsMz[s2-2]	ObsMz[s2-3]	ObsMz[s1-1]	ObsMz[s1-2]	ObsMz[s1-3]	ObsMz[c-1]	ObsMz[c-2]	Rt[s2-1]	Rt[s2-2]	Rt[s2-3]	Rt[s1-1]	Rt[s1-2]	Rt[s1-3]	Rt[c-1]	Rt[c-2]	It.[s2-1]	It.[s2-2]	It.[s2-3]	It.[s1-1]	It.[s1-2]	It.[s1-3]	It.[c-1]	It.[c-2]	z[s2-1]	z[s2-2]	z[s2-3]	z[s1-1]	z[s1-2]	z[s1-3]	z[c-1]	z[c-2]	Delta(Da)[s2-1]	Delta(Da)[s2-2]	Delta(Da)[s2-3]	Delta(Da)[s1-1]	Delta(Da)[s1-2]	Delta(Da)[s1-3]	Delta(Da)[c-1]	Delta(Da)[c-2]	Delta(ppm)[s2-1]	Delta(ppm)[s2-2]	Delta(ppm)[s2-3]	Delta(ppm)[s1-1]	Delta(ppm)[s1-2]	Delta(ppm)[s1-3]	Delta(ppm)[c-1]	Delta(ppm)[c-2]	mScore[s2-1]	mScore[s2-2]	mScore[s2-3]	mScore[s1-1]	mScore[s1-2]	mScore[s1-3]	mScore[c-1]	mScore[c-2]	tScore[s2-1]	tScore[s2-2]	tScore[s2-3]	tScore[s1-1]	tScore[s1-2]	tScore[s1-3]	tScore[c-1]	tScore[c-2]	
PC(16:0/20:4)+H	PC	(16:0/20:4)	(16:0)	(20:4)		782.56943347	C44 H81 O8 N1 P1	0.8920788391900328	0.5235142421850928	1.952092045364519	1.2797810388011674	-3100747.9628000967	-1.3690199695400067E7	937389.8400000001	275460.6599999999	2.873160314E7	2.5630855177199904E7	1.5041403444599934E7	984558.0	1921947.84	1260018.66	34.221185811787	34.221185811787	34.221185811787	1.5041403444599934E7	2761366.765	1572110.6120999698	2.5630855177199904E7	850077.660899983	1.3282246804E7	1.0876969236000052E7	2.873160314E7	1260018.66	914505.09	222799.24999999994	1921947.84	297117.32	814875.287	984558.0	751930.806	1.5041403444599934E7	2761366.765	1572110.6120999698	2.5630855177199904E7	850077.660899983	1.3282246804E7	1.0876969236000052E7	2.873160314E7	1260018.66	914505.09	222799.24999999994	1921947.84	297117.32	814875.287	984558.0	751930.806	33.948	34.198	34.489	33.982	34.162	34.228	33.888	34.242	0.0	0.0	0.0	0.0	0.0	0.074	0.0	0.224	0.0	0.0	0.0	0.0	0.0	0.182	0.0	0.374	1.0	1.0	1.0	1.0	1.0	0.79	1.0	0.76		16289				16345		16312		MS2				MS2		MS2		782.569446				782.569881		782.569477		34.221185811787				34.221185811787		34.221185811787		495113.375				547697.75		1315811.25	1	1	1	1	1	1	1	1		1.2529999935395608E-5				4.4752999997399456E-4		4.352999997081497E-5		0.016011347257085858				0.571871850873249		0.05562441513311736		38.45524361193997				28.39230994613961		38.734606323579854		21.368205123297873				20.91724721256943		20.771612952918858	
PC(16:0/20:4)+H	PC	(16:0/20:4)	(16:0)	(20:4)		782.56943347	C44 H81 O8 N1 P1	0.6684451381305444	0.7790766670131026	0.4784082789058535	0.9801646518192938	-4434444.18469982	-2954781.551699819	-781618.0200000003	-29723.756999999983	1.337469207869982E7	8940247.894	1.0419910527E7	1498524.59	716906.5699999998	1468800.833	34.5884184273063	34.5884184273063	34.5884184273063	4743675.943	1.0419910527E7	1065673.758	8243275.649699993	8940247.894	3280685.052	6004713.513299976	1.337469207869982E7	1150881.619	1468800.833	521943.755	716906.5699999998	402951.998	631287.617	856034.16	1498524.59	4743675.943	1.0419910527E7	1065673.758	8243275.649699993	8940247.894	3280685.052	6004713.513299976	1.337469207869982E7	1150881.619	1468800.833	521943.755	716906.5699999998	402951.998	631287.617	856034.16	1498524.59	34.596	34.568	34.492	34.256	34.521	34.688	34.072	34.334	0.0	0.0	0.0	0.0	0.162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.185	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.82	1.0	1.0	1.0	16573	16535	16439			16531			MS2	MS2	MS2			MS2			782.568761	782.569059	782.56864			782.569447			34.5884184273063	34.5884184273063	34.5884184273063			34.5884184273063			695665.0	610342.875	538725.6875			363880.96875			1	1	1	1	1	1	1	1	-6.724700000404482E-4	-3.74469999997018E-4	-7.934700000760131E-4			1.3529999932870851E-5			-0.8593104685440887	-0.4785133442364903	-1.0139295179337302			0.017289188200612756			28.509001255687238	37.377301279180585	26.77539973533924			28.256478930647905			21.408235293885397	21.919703123297875	21.073262760694234			21.331957212569428			
PC(16:0/20:4)+H	PC	(16:0/20:4)	(16:0)	(20:4)		782.56943347	C44 H81 O8 N1 P1	2.5619949516481757	4.016452352390203	1.1644157944027405	1.5578832185572036	2106468.251	4067913.986699887	88990.07699999993	301954.38800000004	1348575.582	3455043.833	5416489.568699887	541250.172	630240.249	843204.56	34.85901948270664	34.85901948270664	34.85901948270664	5416489.568699887	1839406.175	720714.387	516141.873	2257523.343	3455043.833	627216.314	1348575.582	843204.56	251497.423	420085.351	109094.733	287821.658	630240.249	219734.619	541250.172	5416489.568699887	1839406.175	720714.387	516141.873	2257523.343	3455043.833	627216.314	1348575.582	843204.56	251497.423	420085.351	109094.733	287821.658	630240.249	219734.619	541250.172	34.594	34.887	34.974	34.874	34.711	34.687	34.879	34.856	0.0	0.059	0.0	0.039	0.066	0.0	0.0	0.0	0.0	0.056	0.0	0.035	0.057	0.0	0.0	0.0	1.0	0.77	1.0	0.84	0.77	1.0	1.0	1.0				16605				16681				MS2				MS2				782.569456				782.56928				34.85901948270664				34.85901948270664				361217.90625				356288.90625	1	1	1	1	1	1	1	1				2.2529999910148035E-5				-1.534699999865552E-4				0.028789756545395864				-0.1961102950708403				28.009077006001885				26.928547744686426				21.447931259437468				21.60053695291886	
PC(16:0e/20:4)+H	PC	(16:0e/20:4)	(16:0e)	(20:4)		768.5901684700001	C44 H83 O7 N1 P1	1.328986522449688	1.0737565089218983	1.32125845987622	1.163792169373864	2.1654426178999998E7	4854772.972999997	1991549.4919999996	1015382.4799999995	6.5821620952E7	8.7476047131E7	7.0676393925E7	6199212.599	8190762.091	7214595.079	14.210754165071016	14.210754165071016	14.210754165071016	6.5776131879E7	6.9205364172E7	7.0676393925E7	8.7476047131E7	6.347076023E7	6.6929609081E7	6.2036966187E7	6.5821620952E7	7214595.079	6631367.326	6935535.014	8190762.091	6105503.383	7861669.335	6199212.599	6020785.331	6.5776131879E7	6.9205364172E7	7.0676393925E7	8.7476047131E7	6.347076023E7	6.6929609081E7	6.2036966187E7	6.5821620952E7	7214595.079	6631367.326	6935535.014	8190762.091	6105503.383	7861669.335	6199212.599	6020785.331	14.206	14.194	14.208	14.206	14.215	14.22	14.203	14.212	0.06	0.0	0.0	0.0	0.0	0.066	0.0	0.0	0.083	0.0	0.0	0.0	0.0	0.068	0.0	0.0	0.83	1.0	1.0	1.0	1.0	0.79	1.0	1.0			6732	6745	6744	6740	6750	6743			MS2	MS2	MS2	MS2	MS2	MS2			768.587193	768.588042	768.587271	768.587624	768.587814	768.587696			14.210754165071016	14.210754165071016	14.210754165071016	14.210754165071016	14.210754165071016	14.210754165071016			3325182.75	5846077.5	2890646.25	4698893.0	3067603.75	3654342.75	1	1	1	1	1	1	1	1			-0.0029754700001376477	-0.0021264700001211168	-0.002897470000107205	-0.0025444700000889497	-0.0023544700001139063	-0.0024724700000433586			-3.871347198713431	-2.7667207480334244	-3.769861981261999	-3.3105765753761096	-3.063369307809426	-3.216898017423231			23.847005762870854	35.1875630736545	31.798143548538302	34.51605729416561	23.21803923179095	33.58973257848284			0.06351623957618102	0.08171594196361731	0.22313041600212635	0.11977228252609784	0.18144839120911982	0.06182232540843913	
PC(16:0p/20:4)+H	PC	(16:0p/20:4)	(16:0p)	(20:4)		766.57451847	C44 H81 O7 N1 P1	1.225823174316626	1.4764478057151078	1.3553068991923438	1.3507376001952933	5111377.145	1.0784120948999997E7	867719.3110000002	856560.3130000001	2.2634422532E7	2.7745799677E7	3.3418543481E7	2442168.483	3309887.794	3298728.796	13.867172727570706	13.867172727570706	13.867172727570706	3.3418543481E7	2.4878084529E7	2.5640311176E7	2.7745799677E7	1.9687640701E7	2.2154722925E7	2.1522744155E7	2.2634422532E7	3000600.161	3039936.171	3298728.796	3309887.794	2276569.806	2923742.451	2442168.483	2314002.569	3.3418543481E7	2.4878084529E7	2.5640311176E7	2.7745799677E7	1.9687640701E7	2.2154722925E7	2.1522744155E7	2.2634422532E7	3000600.161	3039936.171	3298728.796	3309887.794	2276569.806	2923742.451	2442168.483	2314002.569	13.846	13.864	13.868	13.883	13.872	13.876	13.864	13.877	0.043	0.0	0.041	0.079	0.063	0.0	0.055	0.067	0.131	0.0	0.081	0.052	0.072	0.0	0.083	0.086	0.8	1.0	0.91	0.91	0.9	1.0	0.89	0.91	6542	6547	6503	6554		6528	6522		MS2	MS2	MS2	MS2		MS2	MS2		766.571927	766.571711	766.571934	766.572429		766.571907	766.573165		13.867172727570706	13.867172727570706	13.867172727570706	13.867172727570706		13.867172727570706	13.867172727570706		3055361.25	2781850.5	3583329.25	3374621.5		2447139.0	2578669.75		1	1	1	1	1	1	1	1	-0.002591470000083973	-0.0028074699999933728	-0.0025844699999879595	-0.002089469999987159		-0.002611470000033478	-0.001353470000026391		-3.380593593961561	-3.66236837439785	-3.371462006382176	-2.725728744991389		-3.4066838446835863	-1.7656097204191736		33.160480719723004	30.614690736415326	33.341190713208334	30.20271003107082		32.29081812401777	32.18351752257263		0.5751802938853992	1.1957191232978737	0.448271760694233	0.5824662594374637		0.6013342125694283	0.5091876456700941		
PC(16:1/20:4)+H	PC	(16:1/20:4)	(16:1)	(20:4)		780.55378347	C44 H79 O8 N1 P1	1.293131339223627	1.0917221466057778	1.260654161531128	1.1266247537036675	2.0428769939999998E7	6392256.236999989	1568200.7509999992	761825.6799999997	6.9691524605E7	9.0120294545E7	7.6083780842E7	6016404.042	7584604.793	6778229.722	11.28229119544392	11.28229119544392	11.28229119544392	7.6083780842E7	7.5513786777E7	7.0261518169E7	9.0120294545E7	6.0997880428E7	7.7686875508E7	6.9691524605E7	6.5851564893E7	6778229.722	6408958.756	6287715.122	7584604.793	5700984.612	7065516.812	5826039.697	6016404.042	7.6083780842E7	7.5513786777E7	7.0261518169E7	9.0120294545E7	6.0997880428E7	7.7686875508E7	6.9691524605E7	6.5851564893E7	6778229.722	6408958.756	6287715.122	7584604.793	5700984.612	7065516.812	5826039.697	6016404.042	11.28	11.28	11.282	11.277	11.289	11.285	11.281	11.286	0.086	0.092	0.089	0.089	0.081	0.085	0.094	0.087	0.089	0.092	0.086	0.097	0.086	0.088	0.094	0.084	0.93	0.92	0.92	0.91	0.93	0.93	0.91	0.92	5240	5283	5251	5238	5235	5278	5229	5235	MS2	MS2	MS2	MS2	MS2	MS2	MS2	MS2	780.55123	780.551092	780.550981	780.551519	780.551029	780.55141	780.551629	780.551272	11.28229119544392	11.28229119544392	11.28229119544392	11.28229119544392	11.28229119544392	11.28229119544392	11.28229119544392	11.28229119544392	8148091.5	3988795.0	4044197.25	9117245.0	6821640.0	3979781.5	7030839.5	7052464.0	1	1	1	1	1	1	1	1	-0.00255346999995254	-0.002691469999945184	-0.0028024700000059966	-0.002264470000000074	-0.002754470000013498	-0.002373469999952249	-0.0021544699999367367	-0.002511469999944893	-3.2713652959211075	-3.4481639140719214	-3.590371543687156	-2.901113319917048	-3.5288763475820817	-3.040758496618424	-2.7601870342023753	-3.2175570332275796	37.47994602982311	36.585600170291606	36.838602474032015	37.691339372377364	37.80801683631924	35.92694823571722	37.471254174877615	37.60418706688713	0.35733942632437454	2.010232745137806	0.7113807747398138	0.45383386359318223	1.996967902296328	1.2768945755673542	0.2778817886762539	0.6677803040759045	
PC(16:1/20:4)+H	PC	(16:1/20:4)	(16:1)	(20:4)		780.55378347	C44 H79 O8 N1 P1	1.073573341978274	1.2291886790917312	0.9814156903109459	1.2072094237259976	4.011447256800008E7	1.2496079059500003E8	-962572.1620000005	1.0732388036999993E7	5.45231078124E8	5.85345550692E8	6.70191868719E8	5.1794883862E7	5.08323117E7	6.2527271899E7	11.836842306928762	11.836842306928762	11.836842306928762	6.70191868719E8	5.78857434722E8	5.83211384702E8	5.47065593619E8	4.99126266483E8	5.85345550692E8	5.31922316727E8	5.45231078124E8	6.2527271899E7	5.4746824823E7	5.0903463583E7	4.2805766043E7	4.7933346849E7	5.08323117E7	4.9730247617E7	5.1794883862E7	6.70191868719E8	5.78857434722E8	5.83211384702E8	5.47065593619E8	4.99126266483E8	5.85345550692E8	5.31922316727E8	5.45231078124E8	6.2527271899E7	5.4746824823E7	5.0903463583E7	4.2805766043E7	4.7933346849E7	5.08323117E7	4.9730247617E7	5.1794883862E7	11.837	11.85	11.846	11.794	11.841	11.835	11.838	11.846	0.091	0.094	0.102	0.077	0.086	0.097	0.088	0.094	0.077	0.072	0.077	0.124	0.077	0.083	0.08	0.071	0.93	0.92	0.92	0.91	0.93	0.93	0.91	0.92	5540	5524	5490	5482	5486	5520	5480	5548	MS2	MS2	MS2	MS2	MS2	MS2	MS2	MS2	780.551193	780.551281	780.550894	780.551613	780.551298	780.551462	780.551478	780.551018	11.836842306928762	11.836842306928762	11.836842306928762	11.836842306928762	11.836842306928762	11.836842306928762	11.836842306928762	11.836842306928762	2.6424034E7	7.5775888E7	6.6875892E7	5.2277088E7	3.3186154E7	5.7320636E7	3.5747676E7	1.2943763E7	1	1	1	1	1	1	1	1	-0.002590469999972811	-0.002502469999967616	-0.0028894700000137163	-0.0021704700000100274	-0.0024854700000105368	-0.0023214699999698496	-0.0023054700000102457	-0.0027654699999857257	-3.3187678178708513	-3.206026692006408	-3.7018316059324454	-2.7806854006471253	-3.1842471593141117	-2.9741387744213945	-2.9536404001913596	-3.5429689959880912	38.26894770494138	38.4881691050681	38.79368664359281	28.95625302125978	38.18980171574469	38.164278489953645	38.68694171262672	37.928108066175355	0.9945904263243737	2.522272745137805	1.2234697747398133	0.05836713640681701	2.531306902296329	0.7641015755673557	0.8094867886762547	1.3262983040759053	
PC(16:1/20:4)+H	PC	(16:1/20:4)	(16:1)	(20:4)		780.55378347	C44 H79 O8 N1 P1	1.3333017598662291	1.0818237702437767	1.238355274542106	1.0700694526461623	1.1235206713E8	2.758182174299997E7	5574851.770999998	1638842.743999999	3.37088130513E8	4.49440197643E8	3.64669952256E8	2.3388833252E7	2.8963685023E7	2.5027675996E7	12.203752886462073	12.203752886462073	12.203752886462073	3.64669952256E8	3.55082768666E8	3.39390463689E8	4.49440197643E8	3.01792950422E8	3.9557885785E8	2.67258897842E8	3.37088130513E8	2.5027675996E7	2.2391423772E7	2.3235009154E7	2.8963685023E7	2.0866862307E7	2.5771116685E7	2.1398719512E7	2.3388833252E7	3.64669952256E8	3.55082768666E8	3.39390463689E8	4.49440197643E8	3.01792950422E8	3.9557885785E8	2.67258897842E8	3.37088130513E8	2.5027675996E7	2.2391423772E7	2.3235009154E7	2.8963685023E7	2.0866862307E7	2.5771116685E7	2.1398719512E7	2.3388833252E7	12.204	12.204	12.213	12.194	12.209	12.198	12.209	12.203	0.107	0.124	0.107	0.112	0.102	0.112	0.099	0.105	0.121	0.124	0.122	0.131	0.124	0.128	0.097	0.12	0.93	0.92	0.92	0.91	0.93	0.93	0.91	0.92	5662	5768	5673	5664	5668	5703	5662	5670	MS2	MS2	MS2	MS2	MS2	MS2	MS2	MS2	780.551208	780.551626	780.551259	780.551481	780.551167	780.551619	780.551781	780.551656	12.203752886462073	12.203752886462073	12.203752886462073	12.203752886462073	12.203752886462073	12.203752886462073	12.203752886462073	12.203752886462073	2.653997E7	7874372.5	2.3658568E7	2.915847E7	2.3074664E7	2.1292216E7	2.4374628E7	2.5606038E7	1	1	1	1	1	1	1	1	-0.0025754700000106823	-0.0021574699999291624	-0.002524470000025758	-0.00230247000001782	-0.002616470000020854	-0.002164470000025176	-0.0020024699999794393	-0.002127470000004905	-3.2995505787599826	-2.764030477819445	-3.234211971162122	-2.949796955116784	-3.352077700891674	-2.772998513186483	-2.565452595837107	-2.725596042978234	38.44944270158986	38.30774119931714	38.571535889161595	38.23200478785395	38.259288311409215	38.25734168623525	38.54539014848112	38.142765290598454	1.2462994263243736	3.0312547451378045	1.6033527747398146	0.43874613640681837	2.9125829022963288	0.38468557556735483	1.190867788676254	1.577065304075905	
PC(16:0/20:5)+H	PC	(16:0/20:5)	(16:0)	(20:5)		780.55378347	C44 H79 O8 N1 P1	1.0090942811278614	0.8739731009322766	1.040804683890992	1.0752400416787598	7016293.866000056	-9.723052833399999E7	1333867.3099999987	2459527.2509999983	7.71506155061E8	7.78522448927E8	6.74275626727E8	3.2689073479E7	3.4022940789E7	3.514860073E7	13.447149619608586	13.447149619608586	13.447149619608586	6.58398002993E8	6.74275626727E8	5.88072729555E8	6.55396401795E8	7.7728497582E8	7.78522448927E8	7.71506155061E8	7.62764418344E8	3.2835787059E7	3.514860073E7	2.1791314367E7	2.2702136742E7	3.1270098111E7	3.4022940789E7	3.157332955E7	3.2689073479E7	6.58398002993E8	6.74275626727E8	5.88072729555E8	6.55396401795E8	7.7728497582E8	7.78522448927E8	7.71506155061E8	7.62764418344E8	3.2835787059E7	3.514860073E7	2.1791314367E7	2.2702136742E7	3.1270098111E7	3.4022940789E7	3.157332955E7	3.2689073479E7	13.44	13.419	13.47	13.467	13.465	13.45	13.469	13.451	0.073	0.0	0.141	0.112	0.102	0.094	0.1	0.083	0.241	0.0	0.282	0.341	0.288	0.265	0.283	0.283	0.9	1.0	0.83	0.77	0.8	0.83	0.78	0.82	6231	6229			6468	6216	6463	6488	MS2	MS2			MS2	MS2	MS2	MS2	780.550723	780.550296			780.549019	780.550656	780.54965	780.549265	13.447149619608586	13.447149619608586			13.447149619608586	13.447149619608586	13.447149619608586	13.447149619608586	2576473.5	3009033.0			6836880.0	3324876.0	8812692.0	5593498.0	1	1	1	1	1	1	1	1	-0.00306047000003673	-0.0034874699999818404			-0.004764469999940957	-0.0031274699999812583	-0.004133469999942463	-0.004518469999993613	-3.9209083524234623	-4.467960062334929			-6.10399415762643	-4.006745466320084	-5.295585098468969	-5.788829773155725	29.983723724116295	30.169524650888196			31.823323221642895	28.812250989128902	33.35344530361561	33.423999876830656	2.368558426324375	3.951817745137806			4.486626902296329	0.6484964244326452	2.7629967886762543	3.1897553040759057	
PC(16:0/20:5)+H	PC	(16:0/20:5)	(16:0)	(20:5)		780.55378347	C44 H79 O8 N1 P1	1.342653251038213	1.2197738039728847	1.1173704864483773	1.1304718956673085	3.5779427692E7	2.2948508161E7	457482.22200000007	508548.3969999999	1.04418760317E8	1.40198188009E8	1.27367268478E8	3897762.0	4355244.222	4406310.397	14.141348322184271	14.141348322184271	14.141348322184271	1.27367268478E8	3.3219099185E7	2.9651180104E7	1.40198188009E8	9.7558971331E7	1.1838790305E8	4.53992214885E7	1.04418760317E8	3781025.209	3897847.576	4406310.397	4293179.593	3078402.06	4355244.222	3897762.0	2832875.637	1.27367268478E8	3.3219099185E7	2.9651180104E7	1.40198188009E8	9.7558971331E7	1.1838790305E8	4.53992214885E7	1.04418760317E8	3781025.209	3897847.576	4406310.397	4293179.593	3078402.06	4355244.222	3897762.0	2832875.637	14.139	14.117	14.149	14.141	14.147	14.139	13.943	14.151	0.274	0.0	0.0	0.265	0.247	0.221	0.0	0.248	0.253	0.0	0.0	0.246	0.249	0.204	0.0	0.329	0.9	1.0	1.0	0.83	0.78	0.83	1.0	0.72	6531	6680	6634	6512		6529			MS2	MS2	MS2	MS2		MS2			780.549904	780.54932	780.549189	780.549396		780.549823			14.141348322184271	14.141348322184271	14.141348322184271	14.141348322184271		14.141348322184271			5721519.5	3855522.0	3618716.75	6047163.0		4811600.0			1	1	1	1	1	1	1	1	-0.003879470000015317	-0.004463470000018788	-0.004594470000029105	-0.0043874699999832956		-0.003960470000038185			-4.9701719952128425	-5.718366218451599	-5.886197610632749	-5.620998413657137		-5.0739454422077195			20.456421883623342	21.9369695322694	17.756364160312227	26.253888987788006		18.968487292011794			2.924005426324374	4.8192537451378055	3.4868517747398133	2.0958021364068173		1.2327204244326442			
PC(16:1/20:4)+H	PC	(16:1/20:4)	(16:1)	(20:4)		780.55378347	C44 H79 O8 N1 P1	0.8201463697691965	0.9563291109481741	0.9546046625704921	1.0515070791768073	-6715222.550000001	-1630546.675999999	-74527.65399999986	84561.58700000006	3.7337153225E7	3.0621930675E7	3.5706606549E7	1641746.889	1567219.235	1726308.476	14.758	14.758	14.758	3.5706606549E7	2.9296229294E7	3.4812493968E7	2.8381930077E7	3.0621930675E7	2.8507771414E7	1.8966159007E7	3.7337153225E7	1550600.146	1726308.476	1480123.861	1567219.235	1510876.798	1549469.586	1327158.248	1641746.889	3.5706606549E7	2.9296229294E7	3.4812493968E7	2.8381930077E7	3.0621930675E7	2.8507771414E7	1.8966159007E7	3.7337153225E7	1550600.146	1726308.476	1480123.861	1567219.235	1510876.798	1549469.586	1327158.248	1641746.889	14.768	14.754	14.769	14.756	14.766	14.766	14.758	14.757	0.176	0.138	0.178	0.155	0.17	0.151	0.114	0.174	0.185	0.128	0.19	0.129	0.148	0.137	0.11	0.182	0.85	0.78	0.83	0.77	0.8	0.84	0.78	0.76							6648								MS2								780.549834								14.758								3841330.5		1	1	1	1	1	1	1	1							-0.003949469999952271								-5.059852750505155								20.935736418503897								3.1348267886762535		
PC(16:1/20:4)+H	PC	(16:1/20:4)	(16:1)	(20:4)		780.55378347	C44 H79 O8 N1 P1	2.265901860939758	0.7615184145201652	1.1155978732947356	1.013244382046534	3667269.8160000006	-690872.1340000001	116865.45900000003	13389.613000000012	2896962.181	6564231.997	2206090.047	1010965.476	1127830.935	1024355.089	32.89946712450385	32.89946712450385	32.89946712450385	2206090.047	3832.993	1791443.508	5101849.205	6564231.997	744640.656	2896962.181	1090365.561	1024355.089	2783.054	287821.784	235037.476	1127830.935	512669.502	1010965.476	356246.429	2206090.047	3832.993	1791443.508	5101849.205	6564231.997	744640.656	2896962.181	1090365.561	1024355.089	2783.054	287821.784	235037.476	1127830.935	512669.502	1010965.476	356246.429	32.902	32.896	32.947	33.037	32.936	32.902	32.912	32.853	0.0	0.011	0.047	0.215	0.0	0.0	0.024	0.025	0.0	0.011	0.051	0.125	0.0	0.0	0.021	0.023	1.0	0.94	0.75	0.76	1.0	1.0	0.95	0.44	15864	15813				15837	15764	15757	MS2	MS2				MS2	MS2	MS2	780.549992	780.550832				780.550959	780.547917	780.549482	32.89946712450385	32.89946712450385				32.89946712450385	32.89946712450385	32.89946712450385	399859.0625	294869.40625				273065.3125	1049346.5	889270.5	1	1	1	1	1	1	1	1	-0.003791470000010122	-0.0029514699999708682				-0.002824469999950452	-0.005866470000000845	-0.004301469999973051	-4.857430496987017	-3.781262929759728				-3.618556844362888	-7.5158305461755734	-5.510819078505855	13.216054782163681	8.056235205818307				11.88192403601821	7.0949972454477175	10.294797792181823	22.184064426324376	23.663762745137802				20.398400424432648	21.937982788676255	22.303688304075905	
PC(16:1/20:4)+H	PC	(16:1/20:4)	(16:1)	(20:4)		780.55378347	C44 H79 O8 N1 P1	1.0919272186277906	0.3124683706003775	1.2426164899916374	0.4572549753514709	1053308.5061999317	-7877785.538800068	203612.65999999992	-455491.53799999994	1.1458070002800068E7	1.2511378509E7	3580284.464	839236.69	1042849.3499999999	383745.152	33.218	33.218	33.218	2457127.249	2938474.12	3580284.464	1.2511378509E7	3046515.083	8079452.436300065	2056204.658	1.1458070002800068E7	351329.391	383745.152	380067.245	299847.27	164930.096	1042849.3499999999	404282.733	839236.69	2457127.249	2938474.12	3580284.464	1.2511378509E7	3046515.083	8079452.436300065	2056204.658	1.1458070002800068E7	351329.391	383745.152	380067.245	299847.27	164930.096	1042849.3499999999	404282.733	839236.69	33.081	33.349	33.355	33.218	33.308	32.951	33.266	33.029	0.0	0.0	0.06	0.298	0.145	0.0	0.0	0.0	0.0	0.0	0.087	0.355	0.145	0.0	0.0	0.0	1.0	1.0	0.76	0.53	0.85	1.0	1.0	1.0				15849								MS2								780.550375								33.218								238224.15625					1	1	1	1	1	1	1	1				-0.0034084699999539225								-4.3667490450710105								22.62073355292212								21.351552136406816					
